1.89209460269048 1.6232492903979 1.30102999566398 1.04139268515823
0.954242509439325 0 0.602059991327962 NA
NA 0 0 NA
0.698970004336019 NA NA NA
0 0 NA NA
0 0 NA NA
0.301029995663981 0 0 NA
NA NA 0.301029995663981 NA
0 0 NA NA
0 NA NA NA
1.63346845557959 0.698970004336019 0 0
0 0 0.845098040014257 0
0 NA NA NA
0 0 0 0
1.75587485567249 1.5910646070265 0.845098040014257 1.32221929473392
0.778151250383644 NA 0 NA
0 0.301029995663981 0 0
0 NA 0 0
0.301029995663981 NA NA NA
1.11394335230684 1.68124123737559 0 0
0 0 0 0
NA 0 0 0
NA NA 0 0
0 0 0 NA
0 NA NA NA
0 0 0 0.698970004336019
0 0 0 NA
NA 0 0 0
1.04139268515823 0 NA NA
NA 0 NA 0
0 0 0 NA
NA NA NA 0
0 0 0 0
1.38021124171161 0.903089986991944 0 0
NA 0 NA 0
NA 0 0 0
NA NA 0 0
0 0 NA 0
1.20411998265592 1.07918124604762 0 0.845098040014257
0 0 0 0
NA 1.14612803567824 NA NA
0 0.301029995663981 NA NA
0 0.301029995663981 NA 0
0 0 NA NA
NA NA 0 0
1.17609125905568 NA 0 0
0.903089986991944 0 0 NA
0 NA 1.11394335230684 0
0 0 0 NA
0 0 0 NA
0 0 0 0.903089986991944
0.301029995663981 0.602059991327962 1.17609125905568 0
1 1.41497334797082 0 0
0 0 0 NA
0.698970004336019 1.63346845557959 1 NA
0 0.845098040014257 0 0.602059991327962
0 0.778151250383644 NA 0
0 0 0 NA
0.903089986991944 0 0 0
0 0 0 NA
0 0 0 NA
0 NA 0 0
1.36172783601759 1.04139268515823 0 0
0.301029995663981 0.301029995663981 0 NA
0.602059991327962 1.54406804435028 1 1
NA NA 0.301029995663981 0
1.11394335230684 1 0 NA
0.477121254719662 0 0 0
NA 0 NA NA
0 0 0 NA
1.20411998265592 0 0 0
0 0.778151250383644 0 0
NA 0 0 NA
0 0 0 0
0 0 0 0
NA 0 0 0
NA NA NA 0
1.38021124171161 0.698970004336019 0 0
0.477121254719662 1.53147891704226 0 0
2.07554696139253 1.07918124604762 0.477121254719662 NA
0 0 0 NA
1.46239799789896 0.477121254719662 0 0.954242509439325
0.698970004336019 NA NA NA
1.30102999566398 1.54406804435028 0.698970004336019 0
0 0 0 0
0.477121254719662 0 0 NA
0 0 0 0
0 1 0 0
0 0 0.301029995663981 NA
NA NA 0 0
NA 0.698970004336019 0 NA
0 0 NA 0
1.07918124604762 0 0 NA
1.14612803567824 NA 0.477121254719662 NA
1.61278385671974 0 0.477121254719662 NA
0 0 NA NA
NA NA 0 NA
0 0.301029995663981 NA NA
0 0 NA NA
1.11394335230684 0 0 0
0.301029995663981 NA 0 0
0 1.30102999566398 0 0
1.6232492903979 NA NA NA
1.17609125905568 0.301029995663981 0 0
0 NA 0 NA
NA 0 NA NA
NA NA 0 0
0 0 0 0
2.02118929906994 2.33243845991561 2.05690485133647 1.53147891704226
NA 0 0 NA
0 0 0 0
0 0 NA NA
1.20411998265592 NA NA NA
1.9731278535997 2.10380372095596 1 0
NA 0 0 NA
0 0 0 0
0 0 0 0.845098040014257
0 0.698970004336019 0 0
0.778151250383644 1.94448267215017 0.301029995663981 0
0.778151250383644 1.17609125905568 0 0
1.30102999566398 1.99563519459755 0.845098040014257 1.6232492903979
0 NA NA NA
0 0 NA NA
0 NA 0.698970004336019 NA
