0.477121254719662 1.36172783601759 1.11394335230684 0.477121254719662
1 0 0 NA
NA 0 0 NA
1.07918124604762 NA NA NA
0 0 NA NA
0 0 NA NA
0.602059991327962 0 0 NA
NA NA 0.477121254719662 NA
0 0 NA NA
0 NA NA NA
0.301029995663981 0 0 0
0 0 0 0
0 NA NA NA
0 0 0 0
0.903089986991944 0 0.778151250383644 0.903089986991944
0 NA 0 NA
0 1.34242268082221 0 0
0 NA 0 0
0 NA NA NA
0.845098040014257 0.778151250383644 0 0
0 0 0 0
NA 0 0 0
NA NA 0 0
0 0 0 NA
0 NA NA NA
0 0 0 0
0 0 0 NA
NA 0 0 0
0 0 NA NA
NA 0 NA 0
0 0 0 NA
NA NA NA 0
0 0 0 0
1.44715803134222 0.301029995663981 0 0
NA 0 NA 0
NA 0 0 0
NA NA 0 0
0 0 NA 0
0.954242509439325 0.954242509439325 0 0.477121254719662
0 0 0 0
NA 0.903089986991944 NA NA
0 1.34242268082221 NA NA
0 1.34242268082221 NA 0
0 0 NA NA
NA NA 0 0
0.477121254719662 NA 0 0
0.698970004336019 0 0 NA
0 NA 0 0
0 0 0 NA
0 0 0 NA
0 0 0 0.602059991327962
0 0 0 0
0 0.778151250383644 0 0
0 0 0 NA
0 1.83250891270624 0.477121254719662 NA
0 0 0.778151250383644 0
0 0 NA 0
0 0 0 NA
0 0 0 0
0 0 0 NA
0 0 0 NA
0 NA 0 0
0 0 0 0
0 0 0 NA
0 0.778151250383644 0 0.301029995663981
NA NA 0.778151250383644 0.301029995663981
0 0 0 NA
0.778151250383644 0 0 0
NA 0 NA NA
0 0 0 NA
0 0 0 0
0 0.778151250383644 0 0
NA 0 0 NA
0 0 0 0
0 0 0 0
NA 0 0 0
NA NA NA 0
0.301029995663981 0 0 0
0.778151250383644 1.25527250510331 0 0
1.11394335230684 0 0 NA
0 0 0 NA
0 0 0 0
0 NA NA NA
0.903089986991944 0.845098040014257 0 0
0 0 0 0
0.778151250383644 0 0 NA
0 0 0 0
0 0 0 0
0 0 0 NA
NA NA 0 0
NA 0.698970004336019 0 NA
0 0 NA 0
0 0 0 NA
1.11394335230684 NA 0 NA
1.38021124171161 0 0 NA
0 0 NA NA
NA NA 0 NA
0 1.34242268082221 NA NA
0 0 NA NA
0 0 0 0
0 NA 0 0
0 0 0 0
1 NA NA NA
1.04139268515823 0 0 0
0 NA 0 NA
NA 0 NA NA
NA NA 0 0
0 0 0 0
1.39794000867204 2.04532297878666 1.63346845557959 1.38021124171161
NA 0 0 NA
