0.266056847297718 0.443864485828548 0.635459122512587 0.792563600782779 1
0.565956221198157 0.9 0.895384615384615 NA NA
NA 0.943620178041543 1 NA NA
0.751160631383473 NA NA NA NA
0.721786833855799 0.893129770992366 NA NA NA
1 0.917355371900826 NA NA NA
0.951644100580271 0.838926174496644 1 NA NA
NA NA 1 NA 1
0.711340206185567 1 NA NA NA
0.619718309859155 NA NA NA NA
0.353606543113199 0.400656044985942 0.533319002579536 0.480740566407782 0.451571129308703
0.770639889080291 0.73796098750381 0.598245839491101 0.759302325581395 0.851795263559969
1 NA NA NA NA
0.898876404494382 0.922705314009662 0.933085501858736 1 0.713684210526316
0.0944987575306798 0.0807092283939821 0.0982426021600412 0.120060806576904 0.113098593514539
0.730337078651685 NA 1 NA NA
0.421871459859527 0.444774487904567 1 1 NA
1 NA 0.914163090128755 1 NA
0.713574097135741 NA NA NA NA
0.473850695908899 0.491549645830744 0.701956271576525 1 1
1 0.887991468183434 0.879578682597076 1 0.983166754339821
NA 1 1 0.929203539823009 NA
NA NA 0.84297520661157 0.463363319791062 NA
1 0.681000781860829 0.720415224913495 NA 0.518782036569505
0.941018766756032 NA NA NA NA
1 1 1 0.936651583710407 1
0.935483870967742 0.919191919191919 1 NA NA
NA 0.779292670425423 0.788519637462236 1 1
0.731330472103004 1 NA NA NA
NA 1 NA 1 1
1 1 0.76510067114094 NA 1
NA NA NA 1 1
0 0.970800412229474 0.5011641443539 0.77502691065662 0.419427108337334
0.23380465410549 0.29392047489893 0.273548310930464 0.225123865454969 0.249598305919067
NA 1 NA 1 0.737280827824087
NA 1 1 1 0.943820224719101
NA NA 1 0 0.888888888888889
0.853211009174312 1 NA 1 NA
0.899840170484816 0.925925925925926 0.886567164179105 1 NA
1 1 1 0.621786126561024 0.543625055530875
NA 0.866920152091255 NA NA NA
1 0.887049083382614 NA NA NA
0.787292817679558 0.667694204685573 NA 1 NA
0.828538550057537 0.908747445930838 NA NA NA
NA NA 1 1 1
1 NA 1 1 NA
0.615394736842105 1 1 NA NA
0.967506092607636 NA 0.832164449818621 1 1
1 1 1 NA 1
0.818181818181818 0.881481481481482 1 NA NA
1 0.827373612823674 1 1 NA
0.600515463917526 0.619276218611521 0.745019920318725 1 1
0.736783216783217 0.696603927986907 1 0.91562729273661 0.950092421441775
1 0.817955112219451 0.909090909090909 NA 0.978056426332288
0.63075131042516 0.581979599546657 1 NA NA
0.433314151653313 0.380859844538825 0.432397247535801 0.738882554161916 0.543897798314759
0.720535714285714 1 NA 0.653199566160521 NA
0.967963386727689 0.913746630727763 1 NA 0.953271028037383
0.706061632238402 1 1 0.847058823529412 0.898876404494382
1 0.766109785202864 1 NA 1
0.288065569400946 0.206954309077658 0.653779857178035 NA NA
0.887461059190031 NA 1 1 1
0.571197007481297 0.465942498380587 0.861308116627266 1 1
0.830742659758204 0.932038834951456 1 NA NA
0.594088669950739 0.827715355805243 0.716136631330978 0.84 1
NA NA 0.799804209495839 0.639018404907975 NA
0.702843876958793 1 1 NA 0.822485207100592
0.572874619636093 0.598218649866942 0.682166581502299 0.586310417292104 NA
NA 0.935222672064777 NA NA NA
0.882758620689655 0.365126945718516 0.493946089262041 NA NA
0.840951256535672 0.941687344913151 0.912 0.89041095890411 0.821157495256167
0.72360953461975 1 0.826923076923077 0.885826771653543 0.702647657841141
NA 1 1 NA NA
0.785637149028078 0.708037825059102 0.799867021276596 1 NA
0.612784090909091 1 0.761652542372881 0.678646934460888 0.756637168141593
NA 1 0.74616368286445 0.769452449567723 0.725465041693393
NA NA NA 0.983662940670679 0.680672268907563
0.882401315789474 0.849408836341008 0.826247689463956 1 1
0.522468191512834 0.64246906127377 0.91304347826087 0.900826446280992 NA
0.372331366705188 0.61870363681827 0.693997071742313 NA NA
0.905158069883527 1 1 NA NA
0.338187293248783 0.421058699488446 0.399893663388985 0.529933761440057 0.615003111505026
0.861892583120205 NA NA NA NA
0.515988823346787 0.439479265706136 0.535051546391753 1 NA
0.91066417212348 1 1 1 NA
0.884615384615385 1 1 NA NA
0.76221198156682 0.701101130107215 0.554122200070365 0.569060773480663 0.787958115183246
0.435558323563892 0.614097744360902 0.727735019241341 0.748447633503519 1
1 0.938650306748466 1 NA NA
NA NA 1 1 NA
NA 0.644728823887873 0.745773324984346 NA NA
0.78146524733876 0.829291949563531 NA 0.956756756756757 0.950845834663262
0.653994845360825 0.664852255054432 0.920517560073937 NA 1
1 NA 1 NA NA
0.44131395681623 0.796474891918856 1 NA 1
0.946532285616672 0.830178619034924 NA NA NA
NA NA 0.767833288805771 NA 1
0.92817679558011 0.887049083382614 NA NA NA
