1.57978359661681 1.61278385671974 1.54406804435028 0.845098040014257
0.903089986991944 0 0 NA
NA 0 0 NA
0.301029995663981 NA NA NA
0 0 NA NA
0 0 NA NA
0 0 0 NA
NA NA 0.301029995663981 NA
0 0 NA NA
0 NA NA NA
1.36172783601759 0 0 0
0 0 0 0
0 NA NA NA
0 0 0 0
1.56820172406699 1.41497334797082 1.69897000433602 1.25527250510331
0 NA 0 NA
0 0 0 0
0 NA 0 0
0 NA NA NA
0 1.60205999132796 0 0
0 0 0 0
NA 0 0 0
NA NA 0 0
0 0 0 NA
0 NA NA NA
0 0 0 0
0 0 0 NA
NA 0 0 0
1.14612803567824 0 NA NA
NA 0 NA 0
0 0 0 NA
NA NA NA 0
0 0 0 0
0.698970004336019 0.477121254719662 0 0
NA 0 NA 0
NA 0 0 0
NA NA 0 0
0 0 NA 0
0.845098040014257 1.04139268515823 0 1.07918124604762
0 0 0 0
NA 0.845098040014257 NA NA
0 0 NA NA
0 0 NA 0
0 0 NA NA
NA NA 0 0
1.07918124604762 NA 0 0
0 0 0 NA
0 NA 0.301029995663981 0
0 0 0 NA
0 0 0 NA
0 0 0 0.301029995663981
0 0.301029995663981 0.301029995663981 0
0.477121254719662 1.5910646070265 0 0
0 0 0 NA
0 1.75587485567249 0.477121254719662 NA
0 1 1.17609125905568 0.954242509439325
0 0 NA 0
0 0 0 NA
0 0 0 0
0 0 0 NA
0 0 0 NA
0 NA 0 0
0.477121254719662 1 0 0
0 0 0 NA
0 1.5910646070265 0.698970004336019 0.602059991327962
NA NA 0 0
0.778151250383644 0 0 NA
0 0 0 0
NA 0 NA NA
0 0 0 NA
1.14612803567824 0 0 0
0 0 0 0
NA 0 0 NA
0 0 0 0
0 0 0 0
NA 0 0 0
NA NA NA 0
0.903089986991944 0 0 0
0 1.75587485567249 0 0
1.69897000433602 0 0 NA
0 0 0 NA
1 0 0 0.698970004336019
0 NA NA NA
0.903089986991944 1.17609125905568 0.477121254719662 0
0 0 0 0
0 0 0 NA
0 0 0 0
0 0 0 0
0 0 0 NA
NA NA 0 0
NA 0.698970004336019 0 NA
0 0 NA 0
0.301029995663981 0 0 NA
0.778151250383644 NA 0.477121254719662 NA
1.14612803567824 0 0 NA
0 0 NA NA
NA NA 0 NA
0 0 NA NA
0 0 NA NA
0 0 0 0
0 NA 0 0
0 1.30102999566398 0 0
1.04139268515823 NA NA NA
0.903089986991944 0.301029995663981 0 0
0 NA 0 NA
NA 0 NA NA
NA NA 0 0
0 0 0 0
1.69897000433602 2.26481782300954 2.14612803567824 1.41497334797082
NA 0 0 NA
0 0 0 0
0 0 NA NA
1.11394335230684 NA NA NA
1.77085201164214 1.88649072517248 1.55630250076729 0
NA 0 0 NA
0 0 0 0
0 0 0 1.07918124604762
0 0 0 0
1.11394335230684 1.55630250076729 0.477121254719662 0
0.301029995663981 0 0 0
1.07918124604762 1.7481880270062 0.602059991327962 1.17609125905568
0 NA NA NA
0 0 NA NA
0 NA 0 NA
1.11394335230684 1.65321251377534 1.61278385671974 0
0 0 0 0
NA NA 0 0
0 0 NA NA
0 0 0 NA
0 0 NA 0
0 0 NA NA
0 0 0 0
0 1.5910646070265 0 0
0 0 0 NA
NA 0 0 0
NA NA NA 0
0 0 0 0
NA NA NA 0
0 NA 0 NA
NA 0 0 NA
0 NA NA NA
0 0 0 0.954242509439325
1.14612803567824 0 0 NA
0 0 NA NA
0 0 0 0
0.845098040014257 1.25527250510331 0 0
0 0 NA NA
0 0.301029995663981 0 0
0 1.56820172406699 1.51851393987789 0
NA 0 1.30102999566398 NA
0 0 0 0
0 0 NA NA
0 0 0.301029995663981 NA
0 0 0 0
0.698970004336019 0 0 0
1 0 0 0
0 0 0 0
0.301029995663981 0 0 0
0.301029995663981 0 0 NA
0 0 0 NA
0 0 0 0
0 1.65321251377534 1.61278385671974 0
0 0 NA NA
0 1 1.30102999566398 0.954242509439325
1.17609125905568 0 NA NA
0 0 NA NA
0.778151250383644 1.74036268949424 1.47712125471966 1.32221929473392
NA 0.845098040014257 0 NA
0 0 0 NA
0 NA 0 0
NA 1 0.477121254719662 1.17609125905568
0 NA NA 0
0.845098040014257 NA NA NA
1.27875360095283 1.63346845557959 0 NA
NA 0.698970004336019 0 0
0 0 0 NA
0 0 0 0
1.44715803134222 0 0 0
NA 0 0.698970004336019 0
0 0 0 NA
0.845098040014257 1.17609125905568 0 0
0 0 0 0
1.11394335230684 NA NA NA
NA NA 0 0
0 0 NA NA
0 0 0 0
0 0 0 NA
NA 0 0 NA
0.602059991327962 0.602059991327962 0 0
